error,count
,63
/Users/sunjian/Documents/workspace/ansj_seg/src/test/resources/badcase.txt (No such file or directory),3
I did not know waht type of model by file library/crf.model,1
Could not initialize class org.ansj.library.DATDictionary,60
fromIndex(0) &gt; toIndex(-1),36
core.data (No such file or directory),1
Illegal Capacity: -2,14
