error,count
In-memory buffer limit exceeded,1
checkForCorrectIndex(resolve),1413
No changes,1976
"crissCrossMerge_checkOtherFiles(strategiesUnderTest[0], indexStates[2], worktreeStates[4])",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5318249837762305783&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_190.txt
Test_191.txt
Test_192.txt
Test_193.txt
Test_194.txt
Test_195.txt
Test_196.txt
Test_197.txt
Test_198.txt
Test_199.txt
Test_200.txt
Test_201.txt
Test_202.txt
Test_203.txt
Test_204.txt
Test_205.txt
Test_206.txt
Test_207.txt
Test_208.txt
Test_209.txt
Test_210.txt
Test_211.txt
Test_212.txt
Test_213.txt
Test_214.txt
Test_215.txt
Test_216.txt
Test_217.txt
Test_218.txt
Test_219.txt
Test_220.txt
Test_221.txt
Test_222.txt
Test_223.txt
Test_224.txt
Test_225.txt
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7449301916329407373&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5046081271778338414&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_214.txt
Test_215.txt
Test_216.txt
Test_217.txt
Test_218.txt
Test_219.txt
Test_220.txt
Test_221.txt
Test_222.txt
Test_223.txt
Test_224.txt
Test_225.txt
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6327455766263642685&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5545669051666264886&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6932073597951568212&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5171636771443910919&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5740306496052239253&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8124235879722606844&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_152.txt
Test_153.txt
Test_154.txt
Test_155.txt
Test_156.txt
Test_157.txt
Test_158.txt
Test_159.txt
Test_160.txt
Test_161.txt
Test_162.txt
Test_163.txt
Test_164.txt
Test_165.txt
Test_166.txt
Test_167.txt
Test_168.txt
Test_169.txt
Test_170.txt
Test_171.txt
Test_172.txt
Test_173.txt
Test_174.txt
Test_175.txt
Test_176.txt
Test_177.txt
Test_178.txt
Test_179.txt
Test_180.txt
Test_181.txt
Test_182.txt
Test_183.txt
Test_184.txt
Test_185.txt
Test_186.txt
Test_187.txt
Test_188.txt
Test_189.txt
Test_190.txt
Test_191.txt
Test_192.txt
Test_193.txt
Test_194.txt
Test_195.txt
Test_196.txt
Test_197.txt
Test_198.txt
Test_199.txt
Test_200.txt
Test_201.txt
Test_202.txt
Test_203.txt
Test_204.txt
Test_205.txt
Test_206.txt
Test_207.txt
Test_208.txt
Test_209.txt
Test_210.txt
Test_211.txt
Test_212.txt
Test_213.txt
Test_214.txt
Test_215.txt
Test_216.txt
Test_217.txt
Test_218.txt
Test_219.txt
Test_220.txt
Test_221.txt
Test_222.txt
Test_223.txt
Test_224.txt
Test_225.txt
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4957826052025758602&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1166451842400099420&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8422734975628840309&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_624288663269529830&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7381970192005390658&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8694690832372020526&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4894368985241582169&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6090717560864603623&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4727531176526721761&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1935879582261100027&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5185439307760828284&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6217919115065346144&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4637123966981978101&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1492193258854525066&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3195504590714157193&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4318284471435710665&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4169209568525522797&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6634385290869025506&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_500351956690034504&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_26115994590680453&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_884728355673508576&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2121310790238112422&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6733550381722147634&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8963924014454701559&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1868615619545239172&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7728959298528485734&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6837898741657269633&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6924674427191420908&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5271728973612617687&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3632930220447464510&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5620798594900545822&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_979757507671328091&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3244003527395323381&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8461196628646704352&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3759289597128360207&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8675734107997030195&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5716247411313115446&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_9170440986572050196&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_802151428063860421&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_825092676834074245&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4539469983009471626&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4519875275606450863&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6352918265216124696&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_712438582943121826&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6753097712293557574&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2637175037779857520&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1107608346423981996&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6545807825050055112&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8039100734344300882&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3095115882791479010&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5566232237214639144&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5427794369427467575&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5654734271111270939&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2553793003603052734&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8715818377740824394&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4244733553768205714&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2298342601059741077&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4636658610998726936&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8949708095504452399&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6615564311733724147&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7802114958113663625&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4012023970332782756&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3369288693272367438&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_204627887598211545&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_9223089274878775059&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3032327836865641870&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2273717128706401570&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2709027352855474453&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4812802983705049958&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8334554160747486907&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6246859285331955265&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2363289292824177682&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4670014411352820795&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_139949757471294951&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6198272866440426799&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4019578604849065033&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1984065511040540547&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_972481705544983788&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7369565651058549374&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1181058022109880841&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4865719022556045351&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2247046318208012897&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3004333860207865828&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4227806188937054506&#x27; on file &#x27;src/a.txt&#x27; failed,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_7416917621176643147/gc.log.lock,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_7773607521325067387/gc.log.lock.89c0c350725b4425bb6d65ab5da850df,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_6090964440691213894/gc.log.lock.d8ed1208d7a74d60a264e55abf17ff73,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3297330740533650254&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7317822214593124687&#x27; on file &#x27;src/a.txt&#x27; failed,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_5931889453446897252/gc.log.lock.9c1bf540666247d29442fb83ab4cbaf6,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_3619498140510912046/gc.log.lock.53e786e7348546f7824a6ad207d21193,1
Address already in use (Bind failed),3
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_8858498382687851780/gc.log.lock.feffd21c502c46a28fd623071a0a1e97,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_6797844845896595637/gc.log.lock.f9c1211ad2874386b8a19d31f7bfb169,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_3031515016887036252/gc.log.lock,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_8257283379381449658/gc.log.lock,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_809278958364433473/gc.log.lock,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_1329333288035899600/gc.log.lock,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_6967886325447900753/gc.log.lock,1
Could not delete file /home/bugs/projects/jgit/org.eclipse.jgit.lfs.server.test/target/jgit_test_6988996039561322731/gc.log.lock,1
