error,count
In-memory buffer limit exceeded,1
checkForCorrectIndex(resolve),1413
No changes,1976
"crissCrossMerge_checkOtherFiles(strategiesUnderTest[0], indexStates[2], worktreeStates[4])",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_984842988939956314&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1789660865054619161&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6480057742508371605&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5434702270013637736&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7821681428170270592&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6501016551172670150&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_761627711544886488&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1097482884387230290&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6800969291060158792&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7138516100029750700&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8306526831490563620&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4577506829429377685&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6014977118060803766&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1089043169504185976&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7316113413713892773&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8042267599401441507&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8123306350970942982&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4642194767860578239&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3439946352901940656&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8898594151206854847&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3232964961657094963&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7389015306346670793&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5694957347756449793&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1004239423457182561&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3291348795512772803&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2224460729858784158&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_244381899141326374&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1353456591621955015&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2334891463118885352&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8643408267607788193&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8116216577644156560&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6704068318467905141&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2352404846551797245&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2256280414530452477&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7998820848133346006&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7168681825368599354&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1534276017914209845&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7576453085824259924&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8033833054059846400&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6166154912903969600&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4232619160408501375&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_true_GlobalEOL_crlf(smallContents),44
test_ConfigAutoCRLF_false_GlobalEOL_crlf(smallContents),44
test_ConfigAutoCRLF_true_GlobalEOL_lf(smallContents),46
test_switchToBranchWithTextAttributes(smallContents),47
test_ConfigAutoCRLF_input_GlobalEOL_lf(smallContents),41
test_ConfigAutoCRLF_true(smallContents),44
test_GlobalEOL_lf_InfoEOL_crlf_RootEOL_lf(smallContents),45
test_ConfigAutoCRLF_false_ConfigEOL_native(smallContents),42
test_ConfigAutoCRLF_input_GlobalEOL_crlf(smallContents),42
test_ConfigAutoCRLF_false_GlobalEOL_crlf_InfoEOL_lf(smallContents),41
test_GlobalEOL_lf_RootEOL_crlf(smallContents),46
test_ConfigAutoCRLF_false_GlobalEOL_lf(smallContents),42
test_ConfigEOL_lf(smallContents),42
test_ConfigAutoCRLF_true_ConfigEOL_lf(smallContents),46
test_ConfigAutoCRLF_input_ConfigEOL_lf(smallContents),42
testBinary1(smallContents),45
testBinary2(smallContents),39
test_switchToBranchWithBinaryAttributes(smallContents),47
test_ConfigAutoCRLF_false_ConfigEOL_lf(smallContents),40
test_ConfigEOL_native_xnix(smallContents),44
testDefaultSetup(smallContents),41
test_ConfigAutoCRLF_false(smallContents),44
test_ConfigAutoCRLF_input(smallContents),41
test_GlobalEOL_lf_InfoEOL_unspec_RootEOL_crlf(smallContents),42
test_ConfigAutoCRLF_true_GlobalEOL_lf_InfoEOL_crlf(smallContents),40
test_ConfigEOL_native_windows(hugeContents),10
test_GlobalEOL_lf_InfoEOL_crlf_RootEOL_unspec(smallContents),45
test_ConfigEOL_crlf(smallContents),46
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2640310380007611280&#x27; on file &#x27;src/a.txt&#x27; failed,1
testBinary2(hugeContents),8
test_ConfigAutoCRLF_input(hugeContents),6
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2766331648879361507&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_true_GlobalEOL_crlf(hugeContents),3
test_ConfigAutoCRLF_input_GlobalEOL_crlf(hugeContents),5
test_ConfigEOL_lf(hugeContents),5
test_ConfigAutoCRLF_input_ConfigEOL_lf(hugeContents),5
test_ConfigEOL_native_windows(smallContents),36
test_ConfigAutoCRLF_input_GlobalEOL_lf(hugeContents),6
testDefaultSetup(hugeContents),6
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6472718308432316365&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_false_ConfigEOL_lf(hugeContents),7
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8544063409015137098&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_false_ConfigEOL_native(hugeContents),5
test_GlobalEOL_lf_InfoEOL_unspec_RootEOL_crlf(hugeContents),5
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8601693595938574111&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_true_GlobalEOL_lf_InfoEOL_crlf(hugeContents),7
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3686717695956246314&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_false(hugeContents),3
test_ConfigAutoCRLF_false_GlobalEOL_crlf_InfoEOL_lf(hugeContents),6
test_GlobalEOL_lf_InfoEOL_crlf_RootEOL_unspec(hugeContents),2
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6884060415780917553&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_false_GlobalEOL_lf(hugeContents),5
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_9189693994311449620&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_7287063678330652789&#x27; on file &#x27;src/a.txt&#x27; failed,1
testBinary1(hugeContents),2
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6818412838981674499&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1539177432454780301&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_false_GlobalEOL_crlf(hugeContents),3
test_ConfigAutoCRLF_true(hugeContents),3
test_ConfigEOL_native_xnix(hugeContents),3
test_ConfigAutoCRLF_true_ConfigEOL_lf(hugeContents),1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_642636818038928951&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3846107952339661583&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8875992283695806106&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1605140898692025675&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigEOL_crlf(hugeContents),1
test_GlobalEOL_lf_InfoEOL_crlf_RootEOL_lf(hugeContents),2
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2434182152950974673&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_55854149762209418&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2038140806219474185&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_851362980257272886&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_ConfigAutoCRLF_true_GlobalEOL_lf(hugeContents),1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1897602032931488437&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1848508406168314065&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1099925525289365132&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8890033077994804276&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_100.txt
Test_101.txt
Test_102.txt
Test_103.txt
Test_104.txt
Test_105.txt
Test_106.txt
Test_107.txt
Test_108.txt
Test_109.txt
Test_110.txt
Test_111.txt
Test_112.txt
Test_113.txt
Test_114.txt
Test_115.txt
Test_116.txt
Test_117.txt
Test_118.txt
Test_119.txt
Test_120.txt
Test_121.txt
Test_122.txt
Test_123.txt
Test_124.txt
Test_125.txt
Test_126.txt
Test_127.txt
Test_128.txt
Test_129.txt
Test_130.txt
Test_131.txt
Test_132.txt
Test_133.txt
Test_134.txt
Test_135.txt
Test_136.txt
Test_137.txt
Test_138.txt
Test_139.txt
Test_140.txt
Test_141.txt
Test_142.txt
Test_143.txt
Test_144.txt
Test_145.txt
Test_146.txt
Test_147.txt
Test_148.txt
Test_149.txt
Test_150.txt
Test_151.txt
Test_152.txt
Test_153.txt
Test_154.txt
Test_155.txt
Test_156.txt
Test_157.txt
Test_158.txt
Test_159.txt
Test_160.txt
Test_161.txt
Test_162.txt
Test_163.txt
Test_164.txt
Test_165.txt
Test_166.txt
Test_167.txt
Test_168.txt
Test_169.txt
Test_170.txt
Test_171.txt
Test_172.txt
Test_173.txt
Test_174.txt
Test_175.txt
Test_176.txt
Test_177.txt
Test_178.txt
Test_179.txt
Test_180.txt
Test_181.txt
Test_182.txt
Test_183.txt
Test_184.txt
Test_185.txt
Test_186.txt
Test_187.txt
Test_188.txt
Test_189.txt
Test_190.txt
Test_191.txt
Test_192.txt
Test_193.txt
Test_194.txt
Test_195.txt
Test_196.txt
Test_197.txt
Test_198.txt
Test_199.txt
Test_200.txt
Test_201.txt
Test_202.txt
Test_203.txt
Test_204.txt
Test_205.txt
Test_206.txt
Test_207.txt
Test_208.txt
Test_209.txt
Test_210.txt
Test_211.txt
Test_212.txt
Test_213.txt
Test_214.txt
Test_215.txt
Test_216.txt
Test_217.txt
Test_218.txt
Test_219.txt
Test_220.txt
Test_221.txt
Test_222.txt
Test_223.txt
Test_224.txt
Test_225.txt
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",36
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4007588349965115924&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6100653997398395171&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4116155898573795683&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_82336444895451418&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3681906591341762695&#x27; on file &#x27;src/a.txt&#x27; failed,1
test_GlobalEOL_lf_RootEOL_crlf(hugeContents),1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6460259743448070047&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4179346165077052291&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_5601552167558490138&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_735773736159527878&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6323596159200841572&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_107.txt
Test_108.txt
Test_109.txt
Test_110.txt
Test_111.txt
Test_112.txt
Test_113.txt
Test_114.txt
Test_115.txt
Test_116.txt
Test_117.txt
Test_118.txt
Test_119.txt
Test_120.txt
Test_121.txt
Test_122.txt
Test_123.txt
Test_124.txt
Test_125.txt
Test_126.txt
Test_127.txt
Test_128.txt
Test_129.txt
Test_130.txt
Test_131.txt
Test_132.txt
Test_133.txt
Test_134.txt
Test_135.txt
Test_136.txt
Test_137.txt
Test_138.txt
Test_139.txt
Test_140.txt
Test_141.txt
Test_142.txt
Test_143.txt
Test_144.txt
Test_145.txt
Test_146.txt
Test_147.txt
Test_148.txt
Test_149.txt
Test_150.txt
Test_151.txt
Test_152.txt
Test_153.txt
Test_154.txt
Test_155.txt
Test_156.txt
Test_157.txt
Test_158.txt
Test_159.txt
Test_160.txt
Test_161.txt
Test_162.txt
Test_163.txt
Test_164.txt
Test_165.txt
Test_166.txt
Test_167.txt
Test_168.txt
Test_169.txt
Test_170.txt
Test_171.txt
Test_172.txt
Test_173.txt
Test_174.txt
Test_175.txt
Test_176.txt
Test_177.txt
Test_178.txt
Test_179.txt
Test_180.txt
Test_181.txt
Test_182.txt
Test_183.txt
Test_184.txt
Test_185.txt
Test_186.txt
Test_187.txt
Test_188.txt
Test_189.txt
Test_190.txt
Test_191.txt
Test_192.txt
Test_193.txt
Test_194.txt
Test_195.txt
Test_196.txt
Test_197.txt
Test_198.txt
Test_199.txt
Test_200.txt
Test_201.txt
Test_202.txt
Test_203.txt
Test_204.txt
Test_205.txt
Test_206.txt
Test_207.txt
Test_208.txt
Test_209.txt
Test_210.txt
Test_211.txt
Test_212.txt
Test_213.txt
Test_214.txt
Test_215.txt
Test_216.txt
Test_217.txt
Test_218.txt
Test_219.txt
Test_220.txt
Test_221.txt
Test_222.txt
Test_223.txt
Test_224.txt
Test_225.txt
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_4883382200277702089&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8024489441359013551&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_6276417224449843241&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_834225001425155505&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_77591836464844082&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_719446381369457092&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3117354386417388238&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8997047156527547893&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_8289866831167967903&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_1593905534460833864&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3928020258001353734&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2502033847988412203&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2464169434381293178&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_3777848276532943709&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2351371964921846333&#x27; on file &#x27;src/a.txt&#x27; failed,1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_2637833728754805484&#x27; on file &#x27;src/a.txt&#x27; failed,1
"Checkout conflict with files: 
Test_221.txt
Test_222.txt
Test_223.txt
Test_224.txt
Test_225.txt
Test_226.txt
Test_227.txt
Test_228.txt
Test_229.txt
Test_230.txt
Test_231.txt
Test_232.txt
Test_233.txt
Test_234.txt
Test_235.txt
Test_236.txt
Test_237.txt
Test_238.txt
Test_239.txt
Test_240.txt
Test_241.txt
Test_242.txt
Test_243.txt
Test_244.txt
Test_245.txt
Test_246.txt
Test_247.txt
Test_248.txt
Test_249.txt
Test_250.txt
Test_251.txt
Test_252.txt
Test_253.txt
Test_254.txt
Test_255.txt
Test_256.txt
Test_257.txt
Test_258.txt
Test_259.txt
Test_260.txt
Test_261.txt
Test_262.txt
Test_263.txt
Test_264.txt
Test_265.txt
Test_266.txt
Test_267.txt
Test_268.txt
Test_269.txt
Test_270.txt
Test_271.txt
Test_272.txt
Test_273.txt
Test_274.txt
Test_275.txt
Test_276.txt
Test_277.txt
Test_278.txt
Test_279.txt
Test_280.txt
Test_281.txt
Test_282.txt
Test_283.txt
Test_284.txt
Test_285.txt
Test_286.txt
Test_287.txt
Test_288.txt
Test_289.txt
Test_290.txt
Test_291.txt
Test_292.txt
Test_293.txt
Test_294.txt
Test_295.txt
Test_296.txt
Test_297.txt
Test_298.txt
Test_299.txt",1
Execution of filter command &#x27;sh /home/bugs/projects/jgit/org.eclipse.jgit.test/target/AddCommandTest_231866084671789017&#x27; on file &#x27;src/a.txt&#x27; failed,1
